Employee ID,Date/time,Labor Level Transfer,Work Rule Transfer,,Punch Type,Time Zone ID,Comment (dropdown),Comment note (optional)
222546,6/30/2024 6:05,,,,New Shift,130050,,
222546,6/30/2024 11:20,,,,Out Punch,130050,,
108676,6/30/2024 6:05,,,,New Shift,134111,,
108676,6/30/2024 12:09,,,,Out Punch,134111,,
210378,6/30/2024 4:59,,,,New Shift,134111,,
210378,6/30/2024 11:20,,,,Out Punch,134111,,
210378,6/30/2024 11:52,,,,New Shift,134151,,
210378,6/30/2024 12:51,,,,Out Punch,134151,,
222546,6/30/2024 11:50,,,,30 Min Meal,130050,,
222546,6/30/2024 14:04,,,,Out Punch,130050,,
108676,6/30/2024 12:34,,,,30 Min Meal,134111,,
108676,6/30/2024 14:38,,,,Out Punch,134111,,
